PacketCounter;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw
00287;;;;;;;;;-0.074852;0.344572;-0.853585;-0.739990;-0.312727;-1.554108
00288;;;;;;;;;-0.074686;0.340250;-0.859844;-0.739810;-0.312330;-1.557348
00289;;;;;;;;;-0.074850;0.344575;-0.857816;-0.739402;-0.312075;-1.561206
00290;;;;;;;;;-0.072609;0.344613;-0.855703;-0.738205;-0.311740;-1.565200
00291;;;;;;;;;-0.072445;0.340286;-0.855616;-0.737846;-0.311716;-1.569114
00292;;;;;;;;;-0.079416;0.346663;-0.862084;-0.738163;-0.311974;-1.572260
00293;;;;;;;;;-0.074935;0.346733;-0.851513;-0.737608;-0.311985;-1.575547
00294;;;;;;;;;-0.077012;0.342371;-0.855653;-0.737777;-0.312007;-1.581030
00295;;;;;;;;;-0.081334;0.337965;-0.853445;-0.737727;-0.312107;-1.583757
00296;;;;;;;;;-0.079335;0.344497;-0.857809;-0.737128;-0.312083;-1.588088
00297;;;;;;;;;-0.074768;0.342412;-0.857772;-0.736821;-0.311904;-1.593186
00298;;;;;;;;;-0.070284;0.342489;-0.855662;-0.736214;-0.311758;-1.596215
00299;;;;;;;;;-0.072607;0.344616;-0.859934;-0.736432;-0.311124;-1.598978
00300;;;;;;;;;-0.074930;0.346741;-0.862090;-0.736346;-0.311027;-1.600085
00301;;;;;;;;;-0.079090;0.338007;-0.857678;-0.736017;-0.310430;-1.604646
00302;;;;;;;;;-0.072526;0.342451;-0.857775;-0.736018;-0.310837;-1.610003
00303;;;;;;;;;-0.072444;0.340288;-0.857731;-0.735928;-0.310851;-1.616194
00304;;;;;;;;;-0.079418;0.346658;-0.855737;-0.735682;-0.310586;-1.617241
00305;;;;;;;;;-0.072607;0.344616;-0.859934;-0.735163;-0.309933;-1.620415
00306;;;;;;;;;-0.072524;0.342454;-0.862005;-0.735518;-0.310115;-1.626740
00307;;;;;;;;;-0.079090;0.338007;-0.857678;-0.735050;-0.309387;-1.628456
00308;;;;;;;;;-0.074849;0.344577;-0.859931;-0.734567;-0.309049;-1.632174
00309;;;;;;;;;-0.072527;0.342449;-0.855659;-0.734637;-0.309173;-1.639874
00310;;;;;;;;;-0.079171;0.340172;-0.859838;-0.733675;-0.308409;-1.642473
00311;;;;;;;;;-0.070365;0.344653;-0.857821;-0.733853;-0.307240;-1.644387
00312;;;;;;;;;-0.074687;0.340249;-0.857728;-0.734182;-0.307510;-1.652699
00313;;;;;;;;;-0.079334;0.344500;-0.862040;-0.734703;-0.307362;-1.652097
00314;;;;;;;;;-0.074850;0.344575;-0.857816;-0.734296;-0.307539;-1.657929
00315;;;;;;;;;-0.079252;0.342337;-0.861996;-0.735198;-0.307724;-1.665799
00316;;;;;;;;;-0.079173;0.340169;-0.855607;-0.736195;-0.308074;-1.667380
00317;;;;;;;;;-0.070283;0.342490;-0.857778;-0.735761;-0.308172;-1.675543
00318;;;;;;;;;-0.072361;0.338126;-0.859803;-0.736072;-0.307584;-1.681677
00319;;;;;;;;;-0.072608;0.344614;-0.857818;-0.736606;-0.308810;-1.678746
00320;;;;;;;;;-0.074930;0.346741;-0.862090;-0.737187;-0.310006;-1.682258
00321;;;;;;;;;-0.077175;0.346699;-0.857856;-0.738249;-0.310433;-1.686212
00322;;;;;;;;;-0.070448;0.346815;-0.855750;-0.738539;-0.310314;-1.691797
00323;;;;;;;;;-0.072526;0.342451;-0.857775;-0.738516;-0.311323;-1.698780
00324;;;;;;;;;-0.079337;0.344494;-0.853579;-0.738931;-0.311920;-1.697234
00325;;;;;;;;;-0.079334;0.344498;-0.859925;-0.738907;-0.311997;-1.701477
00326;;;;;;;;;-0.081577;0.344459;-0.859922;-0.738272;-0.312536;-1.714603
00327;;;;;;;;;-0.074687;0.340249;-0.857728;-0.738925;-0.312260;-1.721854
00328;;;;;;;;;-0.074850;0.344575;-0.857816;-0.739288;-0.312543;-1.730104
00329;;;;;;;;;-0.074768;0.342412;-0.857772;-0.738501;-0.312150;-1.728311
00330;;;;;;;;;-0.070202;0.340326;-0.855619;-0.738717;-0.312336;-1.730826
00331;;;;;;;;;-0.074852;0.344572;-0.853585;-0.738560;-0.312333;-1.735300
00332;;;;;;;;;-0.072446;0.340285;-0.853500;-0.738433;-0.313211;-1.735946
00333;;;;;;;;;-0.101679;0.341943;-0.857735;-0.738347;-0.312721;-1.743170
00334;;;;;;;;;-0.070283;0.342490;-0.857778;-0.738020;-0.312456;-1.746677
00335;;;;;;;;;-0.072611;0.344609;-0.851472;-0.737488;-0.312381;-1.768704
00336;;;;;;;;;-0.077016;0.342365;-0.847192;-0.737277;-0.312160;-1.760801
00337;;;;;;;;;-0.074771;0.342407;-0.851426;-0.737494;-0.312249;-1.762635
00338;;;;;;;;;-0.074772;0.342406;-0.849310;-0.737294;-0.313156;-1.767844
00339;;;;;;;;;-0.072694;0.346771;-0.849401;-0.737883;-0.313674;-1.770766
00340;;;;;;;;;-0.077095;0.344533;-0.853582;-0.738699;-0.312800;-1.773699
00341;;;;;;;;;-0.079174;0.340168;-0.853491;-0.738373;-0.312383;-1.776449
00342;;;;;;;;;-0.074692;0.340240;-0.845036;-0.738694;-0.312201;-1.780083
00343;;;;;;;;;-0.074853;0.344570;-0.851469;-0.738377;-0.311740;-1.783543
00344;;;;;;;;;-0.077179;0.346693;-0.849395;-0.737658;-0.311953;-1.785882
00345;;;;;;;;;-0.077015;0.342367;-0.849307;-0.737886;-0.312446;-1.789455
00346;;;;;;;;;-0.077098;0.344528;-0.847235;-0.737041;-0.311829;-1.792978
00347;;;;;;;;;-0.074854;0.344569;-0.849354;-0.736766;-0.311930;-1.796566
00348;;;;;;;;;-0.081499;0.342290;-0.851416;-0.735883;-0.312595;-1.800338
00349;;;;;;;;;-0.079258;0.342326;-0.847189;-0.736190;-0.311951;-1.803041
00350;;;;;;;;;-0.074854;0.344569;-0.849354;-0.736225;-0.311632;-1.807324
00351;;;;;;;;;-0.077013;0.342370;-0.853538;-0.735823;-0.312017;-1.809854
00352;;;;;;;;;-0.075020;0.348892;-0.845210;-0.735498;-0.311438;-1.812251
00353;;;;;;;;;-0.074772;0.342406;-0.849310;-0.735818;-0.311923;-1.816640
00354;;;;;;;;;-0.079256;0.342329;-0.851419;-0.734934;-0.312700;-1.820408
00355;;;;;;;;;-0.077095;0.344533;-0.853582;-0.734416;-0.312449;-1.822865
00356;;;;;;;;;-0.072450;0.340279;-0.845039;-0.734302;-0.312300;-1.825777
00357;;;;;;;;;-0.081581;0.344453;-0.851460;-0.734771;-0.311541;-1.828728
00358;;;;;;;;;-0.072529;0.342446;-0.851429;-0.735403;-0.310902;-1.832085
00359;;;;;;;;;-0.074606;0.338083;-0.853454;-0.735219;-0.311468;-1.834974
00360;;;;;;;;;-0.074935;0.346733;-0.851513;-0.735277;-0.311029;-1.837507
00361;;;;;;;;;-0.077262;0.348854;-0.847323;-0.735072;-0.310819;-1.841223
00362;;;;;;;;;-0.077015;0.342367;-0.849307;-0.735459;-0.310562;-1.845358
00363;;;;;;;;;-0.076932;0.340205;-0.851379;-0.735421;-0.311143;-1.848789
00364;;;;;;;;;-0.072449;0.340281;-0.847154;-0.735157;-0.311178;-1.851425
00365;;;;;;;;;-0.076932;0.340205;-0.851379;-0.735902;-0.311361;-1.855831
00366;;;;;;;;;-0.079259;0.342324;-0.845073;-0.736781;-0.310847;-1.858679
00367;;;;;;;;;-0.070453;0.346807;-0.845173;-0.736761;-0.310649;-1.862044
00368;;;;;;;;;-0.077179;0.346693;-0.849395;-0.736907;-0.309798;-1.865218
00369;;;;;;;;;-0.077016;0.342365;-0.847192;-0.736761;-0.310112;-1.867471
00370;;;;;;;;;-0.072529;0.342446;-0.851429;-0.736855;-0.310403;-1.870957
00371;;;;;;;;;-0.072448;0.340282;-0.849270;-0.736572;-0.309463;-1.873350
00372;;;;;;;;;-0.077015;0.342367;-0.849307;-0.736591;-0.309465;-1.877008
00373;;;;;;;;;-0.072531;0.342443;-0.847198;-0.736008;-0.308821;-1.880105
00374;;;;;;;;;-0.074855;0.344568;-0.847239;-0.735727;-0.309292;-1.883842
00375;;;;;;;;;-0.072612;0.344608;-0.849357;-0.735072;-0.309595;-1.887247
00376;;;;;;;;;-0.074773;0.342404;-0.847195;-0.735595;-0.308802;-1.890990
00377;;;;;;;;;-0.070451;0.346810;-0.849404;-0.735066;-0.308513;-1.894149
00378;;;;;;;;;-0.072530;0.342445;-0.849313;-0.733995;-0.308204;-1.897005
00379;;;;;;;;;-0.074772;0.342406;-0.849310;-0.733595;-0.308137;-1.899758
00380;;;;;;;;;-0.072613;0.344605;-0.845126;-0.733193;-0.307323;-1.902321
00381;;;;;;;;;-0.072612;0.344608;-0.849357;-0.732967;-0.306805;-1.905387
00382;;;;;;;;;-0.077017;0.342364;-0.845076;-0.733387;-0.306944;-1.907443
00383;;;;;;;;;-0.074855;0.344568;-0.847239;-0.732426;-0.306258;-1.911028
00384;;;;;;;;;-0.074936;0.346732;-0.849398;-0.731839;-0.306054;-1.914130
00385;;;;;;;;;-0.070286;0.342485;-0.851432;-0.731370;-0.305847;-1.917284
00386;;;;;;;;;-0.079421;0.346654;-0.849391;-0.730674;-0.306375;-1.920226
00387;;;;;;;;;-0.072530;0.342445;-0.849313;-0.730147;-0.306599;-1.923110
00388;;;;;;;;;-0.081503;0.342284;-0.842955;-0.729809;-0.306628;-1.926402
00389;;;;;;;;;-0.077093;0.344536;-0.857812;-0.729902;-0.306240;-1.928207
00390;;;;;;;;;-0.081582;0.344452;-0.849345;-0.729198;-0.305616;-1.931983
00391;;;;;;;;;-0.077097;0.344530;-0.849351;-0.728788;-0.305783;-1.935795
00392;;;;;;;;;-0.070453;0.346807;-0.845173;-0.728564;-0.306503;-1.939347
00393;;;;;;;;;-0.074771;0.342407;-0.851426;-0.728836;-0.306556;-1.942828
00394;;;;;;;;;-0.074774;0.342403;-0.845079;-0.728686;-0.306729;-1.945326
00395;;;;;;;;;-0.081500;0.342288;-0.849301;-0.728095;-0.305853;-1.948531
00396;;;;;;;;;-0.077180;0.346691;-0.847279;-0.728622;-0.306423;-1.951142
00397;;;;;;;;;-0.074773;0.342404;-0.847195;-0.729092;-0.306889;-1.953951
00398;;;;;;;;;-0.077180;0.346691;-0.847279;-0.728209;-0.307719;-1.956278
00399;;;;;;;;;-0.079093;0.338003;-0.851332;-0.727129;-0.307895;-1.959355
00400;;;;;;;;;-0.072448;0.340282;-0.849270;-0.726673;-0.307747;-1.961770
00401;;;;;;;;;-0.077097;0.344530;-0.849351;-0.726516;-0.307793;-1.964836
00402;;;;;;;;;-0.072531;0.342443;-0.847198;-0.726244;-0.308338;-1.967894
00403;;;;;;;;;-0.077260;0.348857;-0.851553;-0.725958;-0.307775;-1.970998
00404;;;;;;;;;-0.079255;0.342331;-0.853535;-0.726541;-0.307324;-1.973925
00405;;;;;;;;;-0.070121;0.338161;-0.853460;-0.726632;-0.307796;-1.977512
00406;;;;;;;;;-0.081500;0.342288;-0.849301;-0.727405;-0.308555;-1.980052
00407;;;;;;;;;-0.077176;0.346697;-0.855741;-0.727859;-0.309033;-1.983354
00408;;;;;;;;;-0.076932;0.340205;-0.851379;-0.728435;-0.308785;-1.987828
00409;;;;;;;;;-0.074852;0.344572;-0.853585;-0.728594;-0.308813;-1.990191
00410;;;;;;;;;-0.072693;0.346772;-0.851516;-0.728255;-0.309235;-1.993526
00411;;;;;;;;;-0.079173;0.340169;-0.855607;-0.727539;-0.309964;-1.997483
00412;;;;;;;;;-0.070203;0.340324;-0.853503;-0.727752;-0.309571;-2.000286
00413;;;;;;;;;-0.077095;0.344533;-0.853582;-0.727528;-0.309305;-2.004495
00414;;;;;;;;;-0.079175;0.340166;-0.851376;-0.728167;-0.309450;-2.006790
00415;;;;;;;;;-0.076930;0.340208;-0.855610;-0.728378;-0.310210;-2.010536
00416;;;;;;;;;-0.072528;0.342448;-0.853544;-0.727726;-0.310554;-2.014210
00417;;;;;;;;;-0.079337;0.344494;-0.853579;-0.728181;-0.310511;-2.016984
00418;;;;;;;;;-0.077094;0.344534;-0.855697;-0.728391;-0.310596;-2.019579
00419;;;;;;;;;-0.074850;0.344575;-0.857816;-0.729038;-0.310045;-2.022582
00420;;;;;;;;;-0.074770;0.342409;-0.853541;-0.730106;-0.309639;-2.025489
00421;;;;;;;;;-0.079253;0.342334;-0.857766;-0.730131;-0.309720;-2.028201
00422;;;;;;;;;-0.074606;0.338083;-0.853454;-0.729301;-0.309619;-2.030853
00423;;;;;;;;;-0.074850;0.344575;-0.857816;-0.729143;-0.309151;-2.034822
00424;;;;;;;;;-0.076929;0.340210;-0.857725;-0.729538;-0.309418;-2.036927
00425;;;;;;;;;-0.072527;0.342449;-0.855659;-0.728707;-0.310604;-2.040330
00426;;;;;;;;;-0.081581;0.344453;-0.851460;-0.728659;-0.309979;-2.045345
00427;;;;;;;;;-0.077094;0.344534;-0.855697;-0.729358;-0.310186;-2.047937
00428;;;;;;;;;-0.077009;0.342376;-0.862000;-0.729699;-0.310941;-2.053354
00429;;;;;;;;;-0.072527;0.342449;-0.855659;-0.729717;-0.311085;-2.056277
00430;;;;;;;;;-0.074930;0.346741;-0.862090;-0.728453;-0.311116;-2.059762
00431;;;;;;;;;-0.079336;0.344495;-0.855694;-0.729216;-0.311077;-2.061526
00432;;;;;;;;;-0.077013;0.342370;-0.853538;-0.729608;-0.310983;-2.065868
00433;;;;;;;;;-0.079173;0.340169;-0.855607;-0.729444;-0.311320;-2.073358
00434;;;;;;;;;-0.074767;0.342413;-0.859887;-0.728669;-0.311055;-2.077188
00435;;;;;;;;;-0.077011;0.342373;-0.857769;-0.728393;-0.310832;-2.081712
00436;;;;;;;;;-0.074930;0.346741;-0.862090;-0.729575;-0.310187;-2.083839
00437;;;;;;;;;-0.074687;0.340249;-0.857728;-0.730830;-0.310710;-2.088760
00438;;;;;;;;;-0.079336;0.344495;-0.855694;-0.731346;-0.310485;-2.091639
00439;;;;;;;;;-0.077010;0.342374;-0.859884;-0.731371;-0.310759;-2.095811
00440;;;;;;;;;-0.072609;0.344613;-0.855703;-0.730296;-0.310972;-2.104885
00441;;;;;;;;;-0.074687;0.340249;-0.857728;-0.731310;-0.310560;-2.108595
00442;;;;;;;;;-0.072522;0.342457;-0.866236;-0.730776;-0.310103;-2.107831
00443;;;;;;;;;-0.072525;0.342453;-0.859890;-0.730935;-0.310012;-2.113237
00444;;;;;;;;;-0.070202;0.340326;-0.855619;-0.731623;-0.309368;-2.116085
00445;;;;;;;;;-0.077011;0.342373;-0.857769;-0.731291;-0.309764;-2.120399
00446;;;;;;;;;-0.072445;0.340286;-0.855616;-0.731137;-0.309970;-2.121791
00447;;;;;;;;;-0.072606;0.344617;-0.862049;-0.731121;-0.310456;-2.135431
00448;;;;;;;;;-0.077012;0.342371;-0.855653;-0.731383;-0.310749;-2.138895
00449;;;;;;;;;-0.072527;0.342449;-0.855659;-0.732149;-0.310291;-2.143513
00450;;;;;;;;;-0.072606;0.344617;-0.862049;-0.732250;-0.310184;-2.154521
00451;;;;;;;;;-0.079336;0.344495;-0.855694;-0.731481;-0.310014;-2.155614
00452;;;;;;;;;-0.074766;0.342415;-0.862003;-0.731634;-0.310453;-2.159341
00453;;;;;;;;;-0.075097;0.351063;-0.855831;-0.731557;-0.310841;-2.173906
00454;;;;;;;;;-0.074852;0.344572;-0.853585;-0.731951;-0.311179;-2.177713
00455;;;;;;;;;-0.072441;0.340292;-0.864077;-0.731048;-0.311834;-2.184075
00456;;;;;;;;;-0.074852;0.344572;-0.853585;-0.730457;-0.311389;-2.191339
00457;;;;;;;;;-0.079256;0.342329;-0.851419;-0.729805;-0.311542;-2.193209
00458;;;;;;;;;-0.081577;0.344459;-0.859922;-0.729779;-0.312489;-2.203949
00459;;;;;;;;;-0.072690;0.346777;-0.857862;-0.729154;-0.312439;-2.223794
00460;;;;;;;;;-0.070120;0.338162;-0.855575;-0.729515;-0.312339;-2.241532
00461;;;;;;;;;-0.079336;0.344495;-0.855694;-0.729029;-0.312380;-2.237314
00462;;;;;;;;;-0.076930;0.340208;-0.855610;-0.729910;-0.313091;-2.233934
00463;;;;;;;;;-0.072364;0.338122;-0.853457;-0.730565;-0.313892;-2.251465
00464;;;;;;;;;-0.074851;0.344573;-0.855700;-0.730162;-0.313632;-2.260317
00465;;;;;;;;;-0.072444;0.340288;-0.857731;-0.730250;-0.314316;-2.260394
00466;;;;;;;;;-0.074849;0.344577;-0.859931;-0.730027;-0.314226;-2.266304
00467;;;;;;;;;-0.077095;0.344533;-0.853582;-0.729760;-0.314495;-2.268782
00468;;;;;;;;;-0.072445;0.340286;-0.855616;-0.729654;-0.314658;-2.275506
00469;;;;;;;;;-0.072199;0.333797;-0.855485;-0.729377;-0.314259;-2.283327
00470;;;;;;;;;-0.076929;0.340210;-0.857725;-0.729397;-0.313317;-2.284452
00471;;;;;;;;;-0.076849;0.338044;-0.853451;-0.729376;-0.312673;-2.287781
00472;;;;;;;;;-0.072363;0.338123;-0.855572;-0.729640;-0.313637;-2.294595
00473;;;;;;;;;-0.079338;0.344492;-0.851463;-0.729553;-0.314126;-2.298977
00474;;;;;;;;;-0.072444;0.340288;-0.857731;-0.730000;-0.314085;-2.300688
00475;;;;;;;;;-0.072524;0.342454;-0.862005;-0.730150;-0.313707;-2.307180
00476;;;;;;;;;-0.077093;0.344536;-0.857812;-0.730237;-0.313369;-2.308491
00477;;;;;;;;;-0.074770;0.342409;-0.853541;-0.730517;-0.313359;-2.311209
00478;;;;;;;;;-0.077096;0.344531;-0.851466;-0.731097;-0.312717;-2.317177
00479;;;;;;;;;-0.072610;0.344611;-0.853588;-0.731782;-0.312301;-2.320142
00480;;;;;;;;;-0.072692;0.346774;-0.853631;-0.730732;-0.311297;-2.324875
00481;;;;;;;;;-0.074687;0.340247;-0.855613;-0.730806;-0.311817;-2.326608
00482;;;;;;;;;-0.072607;0.344616;-0.859934;-0.730827;-0.312099;-2.329881
00483;;;;;;;;;-0.072611;0.344609;-0.851472;-0.730674;-0.312195;-2.335530
00484;;;;;;;;;-0.072365;0.338120;-0.851341;-0.732098;-0.311833;-2.337653
00485;;;;;;;;;-0.076932;0.340205;-0.851379;-0.732809;-0.311572;-2.341315
00486;;;;;;;;;-0.070284;0.342489;-0.855662;-0.732769;-0.311361;-2.345380
00487;;;;;;;;;-0.072529;0.342446;-0.851429;-0.732731;-0.310734;-2.350562
00488;;;;;;;;;-0.072607;0.344616;-0.859934;-0.732017;-0.311715;-2.352173
00489;;;;;;;;;-0.079254;0.342332;-0.855650;-0.731422;-0.311445;-2.356239
00490;;;;;;;;;-0.074853;0.344570;-0.851469;-0.731615;-0.311196;-2.360212
00491;;;;;;;;;-0.076848;0.338045;-0.855566;-0.731305;-0.311270;-2.366098
00492;;;;;;;;;-0.072610;0.344611;-0.853588;-0.731888;-0.311325;-2.368259
00493;;;;;;;;;-0.074687;0.340249;-0.857728;-0.731696;-0.311177;-2.373461
00494;;;;;;;;;-0.070202;0.340326;-0.855619;-0.731284;-0.310590;-2.376092
00495;;;;;;;;;-0.072445;0.340286;-0.855616;-0.731493;-0.310681;-2.380099
00496;;;;;;;;;-0.072445;0.340286;-0.855616;-0.731474;-0.309907;-2.381794
00497;;;;;;;;;-0.074686;0.340250;-0.859844;-0.731551;-0.310171;-2.385745
00498;;;;;;;;;-0.070202;0.340326;-0.855619;-0.731262;-0.310539;-2.390249
00499;;;;;;;;;-0.072446;0.340285;-0.853500;-0.731722;-0.310651;-2.394171
00500;;;;;;;;;-0.072445;0.340286;-0.855616;-0.732351;-0.309859;-2.396096
00501;;;;;;;;;-0.070283;0.342490;-0.857778;-0.732080;-0.309995;-2.399890
00502;;;;;;;;;-0.070367;0.344650;-0.853591;-0.732009;-0.310454;-2.402115
00503;;;;;;;;;-0.070364;0.344655;-0.859937;-0.731773;-0.310636;-2.404804
00504;;;;;;;;;-0.079335;0.344497;-0.857809;-0.732103;-0.310626;-2.408399
00505;;;;;;;;;-0.077009;0.342376;-0.862000;-0.731702;-0.309986;-2.412124
00506;;;;;;;;;-0.070283;0.342490;-0.857778;-0.731097;-0.309698;-2.419442
00507;;;;;;;;;-0.072773;0.348938;-0.855790;-0.730880;-0.309579;-2.423000
00508;;;;;;;;;-0.070200;0.340329;-0.859850;-0.730776;-0.309299;-2.422893
00509;;;;;;;;;-0.067959;0.340366;-0.857737;-0.730498;-0.309370;-2.426883
00510;;;;;;;;;-0.068121;0.344695;-0.862055;-0.730958;-0.308244;-2.429154
00511;;;;;;;;;-0.072774;0.348937;-0.853675;-0.731156;-0.307365;-2.430144
00512;;;;;;;;;-0.077177;0.346696;-0.853625;-0.730583;-0.307573;-2.433726
00513;;;;;;;;;-0.070119;0.338164;-0.857691;-0.731026;-0.307588;-2.439901
00514;;;;;;;;;-0.070366;0.344652;-0.855706;-0.730651;-0.307615;-2.447814
00515;;;;;;;;;-0.070201;0.340327;-0.857734;-0.729917;-0.306836;-2.447706
00516;;;;;;;;;-0.070283;0.342490;-0.857778;-0.729630;-0.307101;-2.451180
00517;;;;;;;;;-0.065797;0.342570;-0.859900;-0.729911;-0.306742;-2.455430
00518;;;;;;;;;-0.076929;0.340210;-0.857725;-0.729911;-0.306823;-2.459177
00519;;;;;;;;;-0.072528;0.342448;-0.853544;-0.729991;-0.306137;-2.460429
00520;;;;;;;;;-0.068286;0.349020;-0.860027;-0.729225;-0.306643;-2.469225
00521;;;;;;;;;-0.068122;0.344694;-0.859940;-0.729209;-0.306802;-2.472424
00522;;;;;;;;;-0.070447;0.346816;-0.857865;-0.728991;-0.305600;-2.473534
00523;;;;;;;;;-0.068040;0.342531;-0.859896;-0.728630;-0.304662;-2.477279
00524;;;;;;;;;-0.070365;0.344653;-0.857821;-0.728899;-0.305344;-2.482580
00525;;;;;;;;;-0.070364;0.344655;-0.859937;-0.728976;-0.306191;-2.485248
00526;;;;;;;;;-0.070367;0.344650;-0.853591;-0.728978;-0.306039;-2.489898
00527;;;;;;;;;-0.070283;0.342490;-0.857778;-0.728660;-0.305581;-2.493715
00528;;;;;;;;;-0.072609;0.344613;-0.855703;-0.728881;-0.304957;-2.497137
00529;;;;;;;;;-0.072689;0.346779;-0.859977;-0.728396;-0.304633;-2.500642
00530;;;;;;;;;-0.070117;0.338168;-0.864037;-0.728698;-0.304751;-2.505311
00531;;;;;;;;;-0.070200;0.340329;-0.859850;-0.729908;-0.304220;-2.509618
00532;;;;;;;;;-0.072528;0.342448;-0.853544;-0.729074;-0.304340;-2.511652
00533;;;;;;;;;-0.070200;0.340329;-0.859850;-0.728747;-0.304249;-2.515460
00534;;;;;;;;;-0.072443;0.340290;-0.859847;-0.729016;-0.304148;-2.520890
00535;;;;;;;;;-0.070365;0.344653;-0.857821;-0.728850;-0.304073;-2.523058
00536;;;;;;;;;-0.070283;0.342490;-0.857778;-0.728641;-0.303909;-2.527625
00537;;;;;;;;;-0.070365;0.344653;-0.857821;-0.728136;-0.304858;-2.530145
00538;;;;;;;;;-0.068041;0.342529;-0.857781;-0.727787;-0.304492;-2.532881
00539;;;;;;;;;-0.068123;0.344692;-0.857825;-0.727603;-0.303536;-2.536933
00540;;;;;;;;;-0.070202;0.340326;-0.855619;-0.727317;-0.303826;-2.539646
00541;;;;;;;;;-0.065798;0.342568;-0.857784;-0.727731;-0.303737;-2.542962
00542;;;;;;;;;-0.067957;0.340369;-0.861968;-0.727356;-0.303908;-2.547676
00543;;;;;;;;;-0.067959;0.340366;-0.857737;-0.726579;-0.303014;-2.549540
00544;;;;;;;;;-0.070203;0.340324;-0.853503;-0.725655;-0.302991;-2.553209
00545;;;;;;;;;-0.065717;0.340404;-0.855625;-0.725677;-0.302258;-2.556348
00546;;;;;;;;;-0.067877;0.338203;-0.857694;-0.724842;-0.301310;-2.556400
00547;;;;;;;;;-0.072609;0.344613;-0.855703;-0.725714;-0.301406;-2.562625
00548;;;;;;;;;-0.068124;0.344691;-0.855709;-0.725188;-0.300891;-2.565903
00549;;;;;;;;;-0.070363;0.344656;-0.862052;-0.726083;-0.300009;-2.569978
00550;;;;;;;;;-0.072524;0.342454;-0.862005;-0.726221;-0.300530;-2.572016
00551;;;;;;;;;-0.070365;0.344653;-0.857821;-0.726642;-0.300850;-2.575032
00552;;;;;;;;;-0.067959;0.340366;-0.857737;-0.727618;-0.300552;-2.578652
00553;;;;;;;;;-0.065716;0.340405;-0.857740;-0.727028;-0.300651;-2.581184
00554;;;;;;;;;-0.070367;0.344650;-0.853591;-0.727393;-0.301301;-2.582569
00555;;;;;;;;;-0.074767;0.342413;-0.859887;-0.727485;-0.301715;-2.584288
00556;;;;;;;;;-0.072443;0.340290;-0.859847;-0.727062;-0.301160;-2.587948
00557;;;;;;;;;-0.067794;0.336042;-0.859766;-0.726486;-0.300734;-2.592201
00558;;;;;;;;;-0.072445;0.340286;-0.855616;-0.726510;-0.300507;-2.595011
00559;;;;;;;;;-0.070118;0.338166;-0.859806;-0.726179;-0.299824;-2.596061
00560;;;;;;;;;-0.072445;0.340286;-0.855616;-0.726573;-0.299227;-2.600500
00561;;;;;;;;;-0.070199;0.340332;-0.864080;-0.726096;-0.298361;-2.602616
00562;;;;;;;;;-0.072446;0.340285;-0.853500;-0.726090;-0.297932;-2.607301
00563;;;;;;;;;-0.070447;0.346816;-0.857865;-0.725879;-0.297813;-2.610233
00564;;;;;;;;;-0.072608;0.344614;-0.857818;-0.725864;-0.297301;-2.614600
00565;;;;;;;;;-0.070282;0.342492;-0.859893;-0.726091;-0.296577;-2.616267
00566;;;;;;;;;-0.074767;0.342413;-0.859887;-0.726275;-0.296630;-2.620482
00567;;;;;;;;;-0.079335;0.344497;-0.857809;-0.726171;-0.296665;-2.623646
00568;;;;;;;;;-0.074931;0.346740;-0.859975;-0.725652;-0.297123;-2.628361
00569;;;;;;;;;-0.072526;0.342451;-0.857775;-0.725869;-0.297017;-2.634831
00570;;;;;;;;;-0.074850;0.344575;-0.857816;-0.726396;-0.296896;-2.636448
00571;;;;;;;;;-0.067957;0.340369;-0.861968;-0.726231;-0.295981;-2.637773
00572;;;;;;;;;-0.074849;0.344577;-0.859931;-0.726529;-0.296129;-2.643595
00573;;;;;;;;;-0.072608;0.344614;-0.857818;-0.725851;-0.295342;-2.639580
00574;;;;;;;;;-0.074689;0.340244;-0.851382;-0.725465;-0.296276;-2.650011
00575;;;;;;;;;-0.077094;0.344534;-0.855697;-0.725124;-0.295687;-2.654485
00576;;;;;;;;;-0.070037;0.336001;-0.857647;-0.724330;-0.296352;-2.662701
00577;;;;;;;;;-0.076929;0.340210;-0.857725;-0.724601;-0.296827;-2.672446
00578;;;;;;;;;-0.074768;0.342412;-0.857772;-0.724145;-0.296535;-2.670075
00579;;;;;;;;;-0.072445;0.340286;-0.855616;-0.724441;-0.296650;-2.681748
00580;;;;;;;;;-0.079254;0.342332;-0.855650;-0.724175;-0.295911;-2.686345
00581;;;;;;;;;-0.076847;0.338047;-0.857682;-0.723602;-0.296073;-2.688895
00582;;;;;;;;;-0.070447;0.346816;-0.857865;-0.722287;-0.296479;-2.700558
00583;;;;;;;;;-0.079171;0.340172;-0.859838;-0.722779;-0.296708;-2.705580
00584;;;;;;;;;-0.079335;0.344497;-0.857809;-0.723052;-0.296154;-2.703200
00585;;;;;;;;;-0.079170;0.340174;-0.861953;-0.722418;-0.296060;-2.716531
00586;;;;;;;;;-0.072608;0.344614;-0.857818;-0.722509;-0.294996;-2.725735
00587;;;;;;;;;-0.079090;0.338007;-0.857678;-0.722536;-0.295035;-2.734087
00588;;;;;;;;;-0.077012;0.342371;-0.855653;-0.722347;-0.296069;-2.731095
