PacketCounter;UTC_Nano;UTC_Year;UTC_Month;UTC_Day;UTC_Hour;UTC_Minute;UTC_Second;UTC_Valid;Mag_X;Mag_Y;Mag_Z;Roll;Pitch;Yaw
04909;;;;;;;;;0.062523;-0.319685;-0.838197;-0.868055;-0.120192;169.070236
04910;;;;;;;;;0.058121;-0.321923;-0.842377;-0.869215;-0.119450;168.933716
04911;;;;;;;;;0.055960;-0.324126;-0.840215;-0.870137;-0.116435;168.791916
04912;;;;;;;;;0.058203;-0.324087;-0.840219;-0.873456;-0.116997;168.669937
04913;;;;;;;;;0.060444;-0.324050;-0.838106;-0.875099;-0.116291;168.544968
04914;;;;;;;;;0.062525;-0.319682;-0.842427;-0.876683;-0.115046;168.392883
04915;;;;;;;;;0.062689;-0.324008;-0.842340;-0.877722;-0.115118;168.221863
04916;;;;;;;;;0.058040;-0.319759;-0.844537;-0.878817;-0.114587;168.043762
04917;;;;;;;;;0.060447;-0.324045;-0.844452;-0.881434;-0.113571;167.872528
04918;;;;;;;;;0.058120;-0.321926;-0.838147;-0.883968;-0.115321;167.728470
04919;;;;;;;;;0.060527;-0.326211;-0.840178;-0.885518;-0.113986;167.580338
04920;;;;;;;;;0.064766;-0.319644;-0.840315;-0.887692;-0.112322;167.436020
04921;;;;;;;;;0.067008;-0.319607;-0.838202;-0.887318;-0.112233;167.276505
04922;;;;;;;;;0.069496;-0.326057;-0.838075;-0.889114;-0.109692;167.089783
04923;;;;;;;;;0.064849;-0.321806;-0.842387;-0.891654;-0.109899;166.920074
04924;;;;;;;;;0.071659;-0.323851;-0.842352;-0.892455;-0.109993;166.748245
04925;;;;;;;;;0.069252;-0.319565;-0.842436;-0.895224;-0.109534;166.580688
04926;;;;;;;;;0.071576;-0.321690;-0.840281;-0.896306;-0.108746;166.403778
04927;;;;;;;;;0.073817;-0.321652;-0.838168;-0.895454;-0.107032;166.194153
04928;;;;;;;;;0.073735;-0.319489;-0.838212;-0.897285;-0.107690;165.990402
04929;;;;;;;;;0.076144;-0.323773;-0.842358;-0.900317;-0.107305;165.790253
04930;;;;;;;;;0.080464;-0.319371;-0.840336;-0.899237;-0.104450;165.599045
04931;;;;;;;;;0.080546;-0.321533;-0.840293;-0.903559;-0.104908;165.410736
04932;;;;;;;;;0.073818;-0.321651;-0.840284;-0.903135;-0.105505;165.199966
04933;;;;;;;;;0.080383;-0.317206;-0.842495;-0.905384;-0.106098;164.981445
04934;;;;;;;;;0.082706;-0.319333;-0.838224;-0.906998;-0.105648;164.755600
04935;;;;;;;;;0.082541;-0.315008;-0.836196;-0.908965;-0.105215;164.499878
04936;;;;;;;;;0.082789;-0.321494;-0.840296;-0.911526;-0.106847;164.247925
04937;;;;;;;;;0.084785;-0.314966;-0.840430;-0.913126;-0.105711;163.981934
04938;;;;;;;;;0.082542;-0.315007;-0.838311;-0.916195;-0.106583;163.713150
04939;;;;;;;;;0.089434;-0.319214;-0.840348;-0.916941;-0.105868;163.444534
04940;;;;;;;;;0.089514;-0.321380;-0.836074;-0.918501;-0.105851;163.157730
04941;;;;;;;;;0.095915;-0.312609;-0.838373;-0.921733;-0.105654;162.862762
04942;;;;;;;;;0.095916;-0.312608;-0.840488;-0.923555;-0.105359;162.584763
04943;;;;;;;;;0.091511;-0.314852;-0.836208;-0.926892;-0.105603;162.308945
04944;;;;;;;;;0.098240;-0.314733;-0.838333;-0.929796;-0.105655;162.017380
04945;;;;;;;;;0.102560;-0.310330;-0.836310;-0.929718;-0.103333;161.703262
04946;;;;;;;;;0.100483;-0.314692;-0.840451;-0.935204;-0.105191;161.423187
04947;;;;;;;;;0.102642;-0.312494;-0.836267;-0.936434;-0.104086;161.146362
04948;;;;;;;;;0.100401;-0.312530;-0.840494;-0.938769;-0.104107;160.910614
04949;;;;;;;;;0.102726;-0.314653;-0.840454;-0.939590;-0.104761;160.670212
04950;;;;;;;;;0.102563;-0.310326;-0.842656;-0.940652;-0.104111;160.436539
04951;;;;;;;;;0.104887;-0.312450;-0.842616;-0.941752;-0.104102;160.217926
04952;;;;;;;;;0.102643;-0.312492;-0.838382;-0.943208;-0.103451;160.010315
04953;;;;;;;;;0.102313;-0.303843;-0.834326;-0.944001;-0.103190;159.804443
04954;;;;;;;;;0.109373;-0.312372;-0.842622;-0.944872;-0.103809;159.595215
04955;;;;;;;;;0.109371;-0.312375;-0.838391;-0.945948;-0.105338;159.379150
04956;;;;;;;;;0.109205;-0.308052;-0.834248;-0.946080;-0.108178;159.182526
04957;;;;;;;;;0.111531;-0.310173;-0.838438;-0.946268;-0.107027;159.000046
04958;;;;;;;;;0.111531;-0.310173;-0.838438;-0.947406;-0.106855;158.847656
04959;;;;;;;;;0.115936;-0.307928;-0.842718;-0.950184;-0.105463;158.666748
04960;;;;;;;;;0.113690;-0.307973;-0.834254;-0.950333;-0.102253;158.467850
04961;;;;;;;;;0.116098;-0.312258;-0.838400;-0.952525;-0.103253;158.295456
04962;;;;;;;;;0.118096;-0.305728;-0.840650;-0.955074;-0.102721;158.127808
04963;;;;;;;;;0.113692;-0.307971;-0.838485;-0.955086;-0.102272;157.962631
04964;;;;;;;;;0.115769;-0.303608;-0.834344;-0.957029;-0.102291;157.803101
04965;;;;;;;;;0.120336;-0.305693;-0.834307;-0.957808;-0.101771;157.676559
04966;;;;;;;;;0.118260;-0.310054;-0.840563;-0.960074;-0.100297;157.528870
04967;;;;;;;;;0.120094;-0.299198;-0.842899;-0.960368;-0.100146;157.386841
04968;;;;;;;;;0.118017;-0.303560;-0.847040;-0.960850;-0.102133;157.264404
04969;;;;;;;;;0.120419;-0.307855;-0.836379;-0.961135;-0.101705;157.113602
04970;;;;;;;;;0.124739;-0.303452;-0.834356;-0.961791;-0.101445;156.964462
04971;;;;;;;;;0.122498;-0.303488;-0.838584;-0.961902;-0.101588;156.795166
04972;;;;;;;;;0.122662;-0.307814;-0.838497;-0.962435;-0.101317;156.604813
04973;;;;;;;;;0.124905;-0.307775;-0.838500;-0.961643;-0.102407;156.418396
04974;;;;;;;;;0.129227;-0.303369;-0.840709;-0.963327;-0.103218;156.234009
04975;;;;;;;;;0.126899;-0.301250;-0.834403;-0.964452;-0.102449;156.053528
04976;;;;;;;;;0.127067;-0.305570;-0.842777;-0.964453;-0.101536;155.891556
04977;;;;;;;;;0.129144;-0.301208;-0.838637;-0.964182;-0.101191;155.719284
04978;;;;;;;;;0.127064;-0.305574;-0.836431;-0.964096;-0.100776;155.539520
04979;;;;;;;;;0.126985;-0.303407;-0.842821;-0.965208;-0.101779;155.370789
04980;;;;;;;;;0.133547;-0.298966;-0.838686;-0.967015;-0.101805;155.182083
04981;;;;;;;;;0.131469;-0.303332;-0.838596;-0.970187;-0.102605;154.972366
04982;;;;;;;;;0.131629;-0.307662;-0.832163;-0.971632;-0.103155;154.730087
04983;;;;;;;;;0.135951;-0.303258;-0.832256;-0.973316;-0.102886;154.460693
04984;;;;;;;;;0.133549;-0.298963;-0.842917;-0.975919;-0.103003;154.224289
04985;;;;;;;;;0.138113;-0.301053;-0.836534;-0.975833;-0.104571;154.003708
04986;;;;;;;;;0.135869;-0.301095;-0.832300;-0.977122;-0.104800;153.781021
04987;;;;;;;;;0.142597;-0.300976;-0.834424;-0.976510;-0.106061;153.569351
04988;;;;;;;;;0.142517;-0.298810;-0.838699;-0.975873;-0.107796;153.348663
04989;;;;;;;;;0.144676;-0.296611;-0.834515;-0.976252;-0.108378;153.113724
04990;;;;;;;;;0.142515;-0.298813;-0.834468;-0.977568;-0.109698;152.864105
04991;;;;;;;;;0.140190;-0.296691;-0.832393;-0.980102;-0.109637;152.602371
04992;;;;;;;;;0.142433;-0.296650;-0.834512;-0.981382;-0.111611;152.326218
04993;;;;;;;;;0.146919;-0.296570;-0.836633;-0.975777;-0.112943;152.021332
04994;;;;;;;;;0.149162;-0.296531;-0.836636;-0.986496;-0.113378;151.732880
04995;;;;;;;;;0.151404;-0.296494;-0.834524;-0.985664;-0.114887;151.466721
04996;;;;;;;;;0.151158;-0.290004;-0.834655;-0.985106;-0.114468;151.230484
04997;;;;;;;;;0.155641;-0.289929;-0.830430;-0.987734;-0.116527;151.030228
04998;;;;;;;;;0.151240;-0.292167;-0.834611;-0.987795;-0.117348;150.820297
04999;;;;;;;;;0.150994;-0.285678;-0.834742;-0.987591;-0.118386;150.589066
05000;;;;;;;;;0.153319;-0.287801;-0.836817;-0.988296;-0.117698;150.352798
05001;;;;;;;;;0.153399;-0.289967;-0.832542;-0.989739;-0.119503;150.140045
05002;;;;;;;;;0.159965;-0.285521;-0.836869;-0.991175;-0.120534;149.917435
05003;;;;;;;;;0.155559;-0.287766;-0.830474;-0.991510;-0.120470;149.683350
05004;;;;;;;;;0.160131;-0.289844;-0.841013;-0.993651;-0.121067;149.455933
05005;;;;;;;;;0.160209;-0.292013;-0.832508;-0.993097;-0.122046;149.217773
05006;;;;;;;;;0.155642;-0.289928;-0.832545;-0.994541;-0.123862;148.969650
05007;;;;;;;;;0.162123;-0.283323;-0.830570;-0.995835;-0.123680;148.727219
05008;;;;;;;;;0.159965;-0.285521;-0.836869;-1.004977;-0.122466;148.448761
05009;;;;;;;;;0.164203;-0.278955;-0.834891;-1.010855;-0.120898;148.131638
05010;;;;;;;;;0.166691;-0.285407;-0.832648;-1.017130;-0.123105;147.816910
05011;;;;;;;;;0.168850;-0.283206;-0.830579;-1.020072;-0.123351;147.543198
05012;;;;;;;;;0.161959;-0.278997;-0.830657;-1.021241;-0.123908;147.313660
05013;;;;;;;;;0.168768;-0.281043;-0.830622;-1.023134;-0.124286;147.123810
05014;;;;;;;;;0.166530;-0.281076;-0.839081;-1.021409;-0.126021;146.976135
05015;;;;;;;;;0.166528;-0.281079;-0.834850;-1.023888;-0.125443;146.846085
05016;;;;;;;;;0.166447;-0.278914;-0.837009;-1.024284;-0.126125;146.638565
05017;;;;;;;;;0.168687;-0.278880;-0.830666;-1.027539;-0.125512;146.347153
05018;;;;;;;;;0.170931;-0.278838;-0.834900;-1.030217;-0.124958;145.807190
05019;;;;;;;;;0.170932;-0.278836;-0.837015;-1.028460;-0.124145;145.232147
05020;;;;;;;;;0.179734;-0.274360;-0.828653;-1.032944;-0.123860;144.747086
05021;;;;;;;;;0.181816;-0.269990;-0.835089;-1.034036;-0.124957;144.389801
05022;;;;;;;;;0.181896;-0.272156;-0.830815;-1.032984;-0.124464;144.053986
05023;;;;;;;;;0.179654;-0.272194;-0.832927;-1.035138;-0.126348;143.687210
05024;;;;;;;;;0.186380;-0.272080;-0.828706;-1.035755;-0.127841;143.404556
05025;;;;;;;;;0.181731;-0.267832;-0.828787;-1.042213;-0.127963;143.228378
05026;;;;;;;;;0.177328;-0.270073;-0.828737;-1.044413;-0.127492;143.101547
05027;;;;;;;;;0.183976;-0.267788;-0.835136;-1.048726;-0.126398;143.008148
05028;;;;;;;;;0.179489;-0.267869;-0.830899;-1.049681;-0.126378;142.921280
05029;;;;;;;;;0.188623;-0.272041;-0.828709;-1.049305;-0.127012;142.834976
05030;;;;;;;;;0.186136;-0.265588;-0.833067;-1.050386;-0.126672;142.787430
05031;;;;;;;;;0.188542;-0.269876;-0.830868;-1.050125;-0.127326;142.784714
05032;;;;;;;;;0.184056;-0.269956;-0.828746;-1.049377;-0.127473;142.784470
05033;;;;;;;;;0.181813;-0.269995;-0.828743;-1.050010;-0.126281;142.784500
05034;;;;;;;;;0.186217;-0.267752;-0.830909;-1.051223;-0.126219;142.786301
05035;;;;;;;;;0.181814;-0.269993;-0.830859;-1.054592;-0.126331;142.810852
05036;;;;;;;;;0.181569;-0.263503;-0.833105;-1.055831;-0.128537;142.995453
05037;;;;;;;;;0.184139;-0.272116;-0.832933;-1.055975;-0.128956;143.162643
05038;;;;;;;;;0.179574;-0.270028;-0.837202;-1.057281;-0.128921;143.271851
05039;;;;;;;;;0.184139;-0.272117;-0.830818;-1.059592;-0.128645;143.336807
05040;;;;;;;;;0.179409;-0.265705;-0.833058;-1.061208;-0.127826;143.391083
05041;;;;;;;;;0.184057;-0.269953;-0.832977;-1.061070;-0.128011;143.427719
05042;;;;;;;;;0.183975;-0.267791;-0.830905;-1.060201;-0.128340;143.427078
05043;;;;;;;;;0.182061;-0.276481;-0.832843;-1.058523;-0.128305;143.427505
05044;;;;;;;;;0.181815;-0.269992;-0.832974;-1.056256;-0.128612;143.427078
05045;;;;;;;;;0.181979;-0.274318;-0.832887;-1.054621;-0.129148;143.426437
05046;;;;;;;;;0.186217;-0.267752;-0.830909;-1.052494;-0.129116;143.426193
05047;;;;;;;;;0.182060;-0.276482;-0.830728;-1.051017;-0.129834;143.426132
05048;;;;;;;;;0.184139;-0.272116;-0.832933;-1.049048;-0.130633;143.426361
05049;;;;;;;;;0.184057;-0.269953;-0.832977;-1.048319;-0.130536;143.425995
05050;;;;;;;;;0.177329;-0.270072;-0.830853;-1.049097;-0.130778;143.426086
05051;;;;;;;;;0.183975;-0.267791;-0.830905;-1.051397;-0.131498;143.425827
05052;;;;;;;;;0.181816;-0.269990;-0.835089;-1.051652;-0.132911;143.410690
05053;;;;;;;;;0.186218;-0.267751;-0.833024;-1.055601;-0.130215;143.069046
05054;;;;;;;;;0.186217;-0.267752;-0.830909;-1.058867;-0.131961;142.817856
05055;;;;;;;;;0.183813;-0.263462;-0.835223;-1.058896;-0.132826;142.759415
05056;;;;;;;;;0.188214;-0.261224;-0.831042;-1.059561;-0.132318;142.683594
05057;;;;;;;;;0.186220;-0.267747;-0.837255;-1.059123;-0.130923;142.524521
05058;;;;;;;;;0.190619;-0.265512;-0.828843;-1.058036;-0.130474;142.315659
05059;;;;;;;;;0.188542;-0.269876;-0.830868;-1.058321;-0.130162;142.094604
05060;;;;;;;;;0.190457;-0.261183;-0.833160;-1.055767;-0.128991;141.891998
05061;;;;;;;;;0.190701;-0.267675;-0.828799;-1.055089;-0.128216;141.693344
05062;;;;;;;;;0.195024;-0.263268;-0.833123;-1.056723;-0.126697;141.475388
05063;;;;;;;;;0.190537;-0.263350;-0.828886;-1.062208;-0.123944;141.271393
05064;;;;;;;;;0.194942;-0.261105;-0.833167;-1.068128;-0.120755;141.056473
05065;;;;;;;;;0.195024;-0.263270;-0.831008;-1.074293;-0.117681;140.885040
05066;;;;;;;;;0.192699;-0.261146;-0.831048;-1.076458;-0.117018;140.837418
05067;;;;;;;;;0.192782;-0.263307;-0.833120;-1.079021;-0.116904;140.825394
05068;;;;;;;;;0.186135;-0.265589;-0.830952;-1.080646;-0.116733;140.820602
05069;;;;;;;;;0.195024;-0.263270;-0.831008;-1.081920;-0.116920;140.821655
05070;;;;;;;;;0.197267;-0.263229;-0.833126;-1.082523;-0.116846;140.820740
05071;;;;;;;;;0.197184;-0.261067;-0.831054;-1.081601;-0.116375;140.821060
05072;;;;;;;;;0.195024;-0.263268;-0.833123;-1.081461;-0.115906;140.821625
05073;;;;;;;;;0.192621;-0.258977;-0.839553;-1.080139;-0.116041;140.821411
05074;;;;;;;;;0.188296;-0.263387;-0.830999;-1.080135;-0.115479;140.821198
05075;;;;;;;;;0.192781;-0.263309;-0.831005;-1.079829;-0.115911;140.756668
05076;;;;;;;;;0.192615;-0.258986;-0.826861;-1.082076;-0.116579;140.624130
05077;;;;;;;;;0.194861;-0.258940;-0.835326;-1.080646;-0.116809;140.585464
05078;;;;;;;;;0.192699;-0.261146;-0.831048;-1.079967;-0.115829;140.581955
05079;;;;;;;;;0.190374;-0.259022;-0.831089;-1.078475;-0.114583;140.582977
05080;;;;;;;;;0.195105;-0.265434;-0.828849;-1.079665;-0.114740;140.582977
05081;;;;;;;;;0.195106;-0.265433;-0.830964;-1.081322;-0.115321;140.582718
05082;;;;;;;;;0.194940;-0.261110;-0.826820;-1.082345;-0.114435;140.543930
05083;;;;;;;;;0.194941;-0.261108;-0.828936;-1.084636;-0.113297;140.448578
05084;;;;;;;;;0.190539;-0.263346;-0.833117;-1.084319;-0.112996;140.442169
05085;;;;;;;;;0.194860;-0.258942;-0.833210;-1.085201;-0.112860;140.442352
05086;;;;;;;;;0.192534;-0.256821;-0.829020;-1.085044;-0.113156;140.443039
05087;;;;;;;;;0.192618;-0.258981;-0.833207;-1.086073;-0.113477;140.444138
05088;;;;;;;;;0.197183;-0.261069;-0.828939;-1.086986;-0.113747;140.445053
05089;;;;;;;;;0.192699;-0.261146;-0.831048;-1.081968;-0.112655;140.441299
05090;;;;;;;;;0.194778;-0.256779;-0.833254;-1.083279;-0.111817;140.443298
05091;;;;;;;;;0.197513;-0.269718;-0.832995;-1.081525;-0.111732;140.444855
05092;;;;;;;;;0.192864;-0.265470;-0.833076;-1.082554;-0.112006;140.446167
05093;;;;;;;;;0.199508;-0.263193;-0.828899;-1.081392;-0.110721;140.446777
05094;;;;;;;;;0.195191;-0.267590;-0.839382;-1.080964;-0.109594;140.446213
05095;;;;;;;;;0.194861;-0.258940;-0.835326;-1.079445;-0.108195;140.445831
05096;;;;;;;;;0.197102;-0.258904;-0.831098;-1.077957;-0.106631;140.447052
05097;;;;;;;;;0.192783;-0.263306;-0.835236;-1.081769;-0.106317;140.447525
05098;;;;;;;;;0.194942;-0.261106;-0.831051;-1.083072;-0.106454;140.445282
05099;;;;;;;;;0.192618;-0.258981;-0.833207;-1.083134;-0.105627;140.440796
05100;;;;;;;;;0.199590;-0.265356;-0.828855;-1.081964;-0.104198;140.432251
05101;;;;;;;;;0.195025;-0.263267;-0.835239;-1.083870;-0.103103;140.427628
05102;;;;;;;;;0.197267;-0.263229;-0.833126;-1.081357;-0.101643;140.428970
05103;;;;;;;;;0.197430;-0.267556;-0.830924;-1.080959;-0.101152;140.430588
05104;;;;;;;;;0.195023;-0.263271;-0.828892;-1.080059;-0.101038;140.430344
05105;;;;;;;;;0.197102;-0.258904;-0.831098;-1.079718;-0.101229;140.431427
05106;;;;;;;;;0.199428;-0.261027;-0.833173;-1.076951;-0.101670;140.433548
05107;;;;;;;;;0.197103;-0.258903;-0.833213;-1.074733;-0.100002;140.436050
05108;;;;;;;;;0.192863;-0.265472;-0.830961;-1.071573;-0.097522;140.439819
05109;;;;;;;;;0.197183;-0.261069;-0.828939;-1.066934;-0.096078;140.445404
05110;;;;;;;;;0.199508;-0.263193;-0.828899;-1.063961;-0.095365;140.451233
05111;;;;;;;;;0.197184;-0.261067;-0.831054;-1.061644;-0.093719;140.453934
05112;;;;;;;;;0.192780;-0.263310;-0.828889;-1.060446;-0.093700;140.455399
05113;;;;;;;;;0.196939;-0.254577;-0.833301;-1.060687;-0.093845;140.450912
05114;;;;;;;;;0.197348;-0.265393;-0.830967;-1.061769;-0.093959;140.328033
05115;;;;;;;;;0.197184;-0.261067;-0.831054;-1.062598;-0.094359;140.218506
05116;;;;;;;;;0.201423;-0.254500;-0.831191;-1.064439;-0.095813;140.190399
05117;;;;;;;;;0.199508;-0.263193;-0.828899;-1.063219;-0.095372;140.190445
05118;;;;;;;;;0.197104;-0.258901;-0.835329;-1.063349;-0.096010;140.191238
05119;;;;;;;;;0.195106;-0.265433;-0.830964;-1.064208;-0.096429;140.191574
05120;;;;;;;;;0.199429;-0.261025;-0.835288;-1.063069;-0.097221;140.192444
05121;;;;;;;;;0.197267;-0.263229;-0.833126;-1.061503;-0.098244;140.194107
05122;;;;;;;;;0.194940;-0.261110;-0.826820;-1.061485;-0.098192;140.195267
05123;;;;;;;;;0.197101;-0.258906;-0.828983;-1.060765;-0.098720;140.196686
05124;;;;;;;;;0.199672;-0.267519;-0.828811;-1.061717;-0.098801;140.197250
05125;;;;;;;;;0.197103;-0.258903;-0.833213;-1.061730;-0.098946;140.197906
05126;;;;;;;;;0.192781;-0.263309;-0.831005;-1.063158;-0.099838;140.197678
05127;;;;;;;;;0.194860;-0.258942;-0.833210;-1.062892;-0.099477;140.198471
05128;;;;;;;;;0.197430;-0.267556;-0.830924;-1.062102;-0.100202;140.199875
05129;;;;;;;;;0.197021;-0.256740;-0.833257;-1.060380;-0.101329;140.215866
05130;;;;;;;;;0.192701;-0.261142;-0.835279;-1.063072;-0.101939;140.218170
05131;;;;;;;;;0.199347;-0.258861;-0.837447;-1.075651;-0.105402;140.173477
05132;;;;;;;;;0.197268;-0.263227;-0.835242;-1.078307;-0.104722;140.157837
05133;;;;;;;;;0.194860;-0.258944;-0.831095;-1.076470;-0.104839;140.151688
05134;;;;;;;;;0.197102;-0.258904;-0.831098;-1.071495;-0.105659;140.049240
05135;;;;;;;;;0.194859;-0.258945;-0.828979;-1.068211;-0.103646;139.831772
05136;;;;;;;;;0.199344;-0.258867;-0.828986;-1.066337;-0.104069;139.529572
05137;;;;;;;;;0.197103;-0.258903;-0.833213;-1.065430;-0.105138;139.156860
05138;;;;;;;;;0.205909;-0.254422;-0.831198;-1.067311;-0.104902;138.740936
05139;;;;;;;;;0.205990;-0.256585;-0.831154;-1.070385;-0.103755;138.356796
05140;;;;;;;;;0.205992;-0.256582;-0.835385;-1.070140;-0.103740;137.996887
05141;;;;;;;;;0.207825;-0.245728;-0.835606;-1.068278;-0.101885;137.657440
05142;;;;;;;;;0.214712;-0.249944;-0.824951;-1.066914;-0.099023;137.341934
05143;;;;;;;;;0.212471;-0.249980;-0.829178;-1.066479;-0.096472;137.042984
05144;;;;;;;;;0.210228;-0.250021;-0.827060;-1.066397;-0.095411;136.735535
05145;;;;;;;;;0.208069;-0.252220;-0.831244;-1.068563;-0.095200;136.421875
05146;;;;;;;;;0.214633;-0.247777;-0.831340;-1.069686;-0.093945;136.089615
05147;;;;;;;;;0.223439;-0.243294;-0.831440;-1.071594;-0.092106;135.745667
05148;;;;;;;;;0.216710;-0.243413;-0.829315;-1.073736;-0.090835;135.391174
05149;;;;;;;;;0.214633;-0.247777;-0.831340;-1.078580;-0.089910;135.040863
05150;;;;;;;;;0.223521;-0.245457;-0.831396;-1.072913;-0.088173;134.724930
05151;;;;;;;;;0.223274;-0.238970;-0.829412;-1.074757;-0.087678;134.415344
05152;;;;;;;;;0.225682;-0.243255;-0.831443;-1.072981;-0.086964;134.100266
05153;;;;;;;;;0.225515;-0.238934;-0.825184;-1.073594;-0.085136;133.790176
05154;;;;;;;;;0.227841;-0.241055;-0.829374;-1.071700;-0.084437;133.484360
05155;;;;;;;;;0.227841;-0.241055;-0.829374;-1.069013;-0.082890;133.192932
05156;;;;;;;;;0.227594;-0.234567;-0.827389;-1.064121;-0.081596;132.912125
05157;;;;;;;;;0.229921;-0.236688;-0.831580;-1.060059;-0.079881;132.630234
05158;;;;;;;;;0.234324;-0.234447;-0.831629;-1.058798;-0.077371;132.341370
05159;;;;;;;;;0.227432;-0.230238;-0.831707;-1.059298;-0.077439;132.084015
05160;;;;;;;;;0.234241;-0.232285;-0.829557;-1.059385;-0.076807;131.825500
05161;;;;;;;;;0.231752;-0.225837;-0.827570;-1.060455;-0.075353;131.553223
05162;;;;;;;;;0.234078;-0.227957;-0.831760;-1.061785;-0.075711;131.287476
05163;;;;;;;;;0.234240;-0.232286;-0.827442;-1.062546;-0.073712;131.013290
05164;;;;;;;;;0.238561;-0.227882;-0.827535;-1.060091;-0.071242;130.743958
05165;;;;;;;;;0.243047;-0.227803;-0.829657;-1.059057;-0.071126;130.483551
05166;;;;;;;;;0.240724;-0.225677;-0.831813;-1.056394;-0.066970;130.218292
05167;;;;;;;;;0.240642;-0.223514;-0.831856;-1.054186;-0.065871;129.978058
05168;;;;;;;;;0.240722;-0.225680;-0.827582;-1.054683;-0.065041;129.727173
05169;;;;;;;;;0.245292;-0.227761;-0.833891;-1.056635;-0.063336;129.476227
05170;;;;;;;;;0.245044;-0.221275;-0.829791;-1.058932;-0.064455;129.250000
05171;;;;;;;;;0.242882;-0.223478;-0.827629;-1.060655;-0.063479;129.039825
05172;;;;;;;;;0.244964;-0.219108;-0.834065;-1.062173;-0.063740;128.843826
05173;;;;;;;;;0.249365;-0.216870;-0.829884;-1.063491;-0.063372;128.643509
05174;;;;;;;;;0.247125;-0.216906;-0.834112;-1.066864;-0.062742;128.456619
05175;;;;;;;;;0.249612;-0.223358;-0.831869;-1.068297;-0.062622;128.265976
05176;;;;;;;;;0.249367;-0.216867;-0.834115;-1.070612;-0.061862;128.067093
05177;;;;;;;;;0.249532;-0.221192;-0.836143;-1.073499;-0.061505;127.871826
05178;;;;;;;;;0.249531;-0.221193;-0.834028;-1.078146;-0.062370;127.669708
05179;;;;;;;;;0.251527;-0.214667;-0.832046;-1.080965;-0.062272;127.438164
05180;;;;;;;;;0.251527;-0.214667;-0.832046;-1.082956;-0.061228;127.201439
05181;;;;;;;;;0.253772;-0.214623;-0.838396;-1.086294;-0.061642;126.973534
05182;;;;;;;;;0.251608;-0.216831;-0.829887;-1.087111;-0.060171;126.748627
05183;;;;;;;;;0.251361;-0.210344;-0.827902;-1.088044;-0.058397;126.512123
05184;;;;;;;;;0.253687;-0.212464;-0.832093;-1.088267;-0.060231;126.294228
05185;;;;;;;;;0.258173;-0.212385;-0.834214;-1.087106;-0.057746;126.036034
05186;;;;;;;;;0.258090;-0.210225;-0.830027;-1.086349;-0.056748;125.784134
05187;;;;;;;;;0.255847;-0.210264;-0.830024;-1.085880;-0.055500;125.531502
05188;;;;;;;;;0.260333;-0.210184;-0.832145;-1.086930;-0.054212;125.284302
05189;;;;;;;;;0.253522;-0.208140;-0.830065;-1.086048;-0.054779;125.030304
05190;;;;;;;;;0.264571;-0.203619;-0.830167;-1.086314;-0.053527;124.801804
05191;;;;;;;;;0.264655;-0.205778;-0.834354;-1.086298;-0.052317;124.586357
05192;;;;;;;;;0.264735;-0.207944;-0.830080;-1.086493;-0.052345;124.363251
05193;;;;;;;;;0.268975;-0.201377;-0.830217;-1.087552;-0.052085;124.128281
05194;;;;;;;;;0.268811;-0.197050;-0.832419;-1.085029;-0.046685;123.838242
05195;;;;;;;;;0.262167;-0.199328;-0.834482;-1.085619;-0.042342;123.385796
05196;;;;;;;;;0.268809;-0.197054;-0.826073;-1.088872;-0.040570;122.907341
05197;;;;;;;;;0.271219;-0.201335;-0.834450;-1.097744;-0.040068;122.572884
05198;;;;;;;;;0.268811;-0.197050;-0.832419;-1.105339;-0.040622;122.383987
05199;;;;;;;;;0.268729;-0.194886;-0.832463;-1.109920;-0.041620;122.234039
05200;;;;;;;;;0.273132;-0.192647;-0.830397;-1.113788;-0.041296;122.076424
05201;;;;;;;;;0.273215;-0.194808;-0.832469;-1.116825;-0.040038;121.915573
05202;;;;;;;;;0.273051;-0.190482;-0.832556;-1.117622;-0.039579;121.771629
05203;;;;;;;;;0.275293;-0.190443;-0.832559;-1.119475;-0.037973;121.636917
05204;;;;;;;;;0.275376;-0.192605;-0.834631;-1.121392;-0.038139;121.517525
05205;;;;;;;;;0.277620;-0.192564;-0.836750;-1.123647;-0.037496;121.423676
05206;;;;;;;;;0.277701;-0.194729;-0.834590;-1.125897;-0.037043;121.335075
05207;;;;;;;;;0.277536;-0.190404;-0.832562;-1.127274;-0.037250;121.218277
05208;;;;;;;;;0.277535;-0.190406;-0.830447;-1.130328;-0.038709;121.070938
05209;;;;;;;;;0.277537;-0.190403;-0.834678;-1.132569;-0.038444;120.914200
05210;;;;;;;;;0.272890;-0.186152;-0.838989;-1.134543;-0.037981;120.751801
05211;;;;;;;;;0.275376;-0.192605;-0.834631;-1.135623;-0.039301;120.618752
05212;;;;;;;;;0.275455;-0.194772;-0.828241;-1.135900;-0.039737;120.526436
05213;;;;;;;;;0.275212;-0.188279;-0.834718;-1.136467;-0.040267;120.446892
05214;;;;;;;;;0.277536;-0.190404;-0.832562;-1.137239;-0.040234;120.353943
05215;;;;;;;;;0.277454;-0.188241;-0.832606;-1.138638;-0.039687;120.225143
05216;;;;;;;;;0.272888;-0.186155;-0.834759;-1.139211;-0.037844;120.062225
